S1583,10,1.12,2.36,1.2,,Synth data following higher skill..higher cost trend
S372,10.04,0,4.11,0,,
S4201,10.05,1.72,0,2.71,,
S910,10.08,1.68,0,2.58,,
S1918,10.15,1.66,2.55,0,,
S2598,10.18,0,0,2.52,,
S3401,10.2,0,0,0,,
S931,10.24,0,0,4.41,,
S2406,10.25,2.32,0,2.07,,
S596,10.28,3.47,0,0,,
S1245,10.28,0,3.1,0,,
S3903,10.43,0,1.69,1.69,,
S341,10.48,1.13,1.8,1.79,,
S2650,10.53,0,0,4.31,,
S2522,10.59,0,2.99,0,,
S3424,10.6,1.89,1.57,0,,
S3657,10.62,0,2.37,2.37,,
S3905,10.66,4.4,0,0,,
S3661,10.75,0,4.64,0,,
S3129,10.82,1.65,3.1,0,,
S307,10.9,0,3.12,0,,
S1965,10.91,0,2.63,0,,
S1932,10.93,4.65,0,0,,
S795,10.94,0,0,4.4,,
S2283,10.94,0,1.14,1.95,,
S2995,10.94,0,3.32,1.3,,
S2299,11.03,0,3.82,0,,
S297,11.06,0,4.77,0,,
S2117,11.06,4.87,0,0,,
S3542,11.07,1.16,2.14,1.53,,
S3906,11.16,1.91,0,0,,
S385,11.18,0,1.59,2.58,,
S1757,11.18,3.54,0,1.3,,
S2147,11.25,1.39,2.19,1.31,,
S362,11.27,0,3.34,0,,
S2427,11.29,0,3.05,1.04,,
S4326,11.32,0,3.47,0,,
S2138,11.39,4.98,0,0,,
S2859,11.44,2.11,0,2.13,,
S479,11.45,0,2.08,1.18,,
S2294,11.45,2.61,0,1.98,,
S3524,11.46,4.75,0,0,,
S4738,11.46,0,2.6,0,,
S4517,11.51,4.12,0,0,,
S4610,11.52,0,0,4.19,,
S966,11.56,0,2.94,1,,
S4806,11.59,0,0,3.41,,
S4455,11.64,0,0,2.59,,
S3018,11.7,3.49,0,0,,
S1058,11.77,1.12,3.41,0,,
S1576,11.81,2.87,0,0,,
S3349,11.88,0,1.93,2.76,,
S3970,11.88,3.03,0,0,,
S1562,11.89,2.28,1.46,1.12,,
S498,11.91,2.43,0,0,,
S989,11.93,3.66,0,0,,
S2527,11.95,0,0,2.92,,
S623,12.01,0,0,2.97,,
S920,12.02,0,0,4.7,,
S1887,12.12,0,4.41,0,,
S168,12.18,4.26,0,0,,
S3753,12.18,0,0,4.66,,
S4702,12.22,0,0,0,,
S217,12.26,2.83,0,2.16,,
S4712,12.32,0,1.23,0,,
S3455,12.34,2.52,0,2.22,,
S2546,12.46,0,0,0,,
S3645,12.47,2.33,0,2.31,,
S811,12.48,2.98,0,1.51,,
S2942,12.49,1.32,1.19,1.3,,
S3299,12.49,2.86,0,1.52,,
S3430,12.5,2.29,2.42,0,,
S3517,12.54,0,0,2.04,,
S1416,12.57,0,0,4.14,,
S1033,12.78,1.12,2.94,0,,
S3284,12.78,0,0,4.81,,
S2084,12.8,0,1.48,1.9,,
S2588,12.83,0,0,1.7,,
S2701,12.84,1.64,2.71,0,,
S1314,12.86,0,0,4.85,,
S401,12.9,1.28,3.55,0,,
S3316,12.91,0,4.97,0,,
S3824,12.97,0,0,4.61,,
S4556,12.98,2.17,0,2.08,,
S4117,13,0,0,3,,
S3635,13.11,0,0,3.08,,
S1345,13.17,0,0,4.57,,
S394,13.19,0,0,4.33,,
S39,13.24,3.62,0,0,,
S1162,13.27,1.2,1.41,2.08,,
S3396,13.33,2.94,1.95,0,,
S2366,13.37,2.12,0,2.73,,
S620,13.42,4.82,0,0,,
S3073,13.48,3.82,0,0,,
S3400,13.5,1.82,2.36,0,,
S4330,13.53,0,3.59,1.01,,
S3439,13.58,2.92,1.34,0,,
S2938,13.6,0,0,2.44,,
S522,13.61,0,3.76,0,,
S794,13.64,2.29,1.28,0,,
S3864,13.64,2.09,2.87,0,,
S1154,13.73,0,0,3.76,,
S1827,13.75,4.67,0,0,,
S2868,13.78,0,0,4.29,,
S4444,13.83,1.22,2.03,0,,
S3319,13.89,0,0,2.52,,
S986,13.95,0,0,3.41,,
S1568,13.96,0,0,3.72,,
S2973,13.98,0,1.16,0,,
S2230,13.99,4.4,0,0,,
S4608,14.12,0,1.03,1.81,,
S1065,14.15,1.92,0,2.3,,
S4396,14.15,1.61,0,2.81,,
S72,14.24,0,1.78,2.31,,
S4464,14.25,4.16,0,0,,
S4048,14.32,0,0,0,,
S4823,14.37,2.6,0,0,,
S953,14.42,0,1.9,2.08,,
S777,14.43,0,1.71,2.69,,
S4520,14.45,0,0,2.18,,
S3215,14.54,1.04,2.82,0,,
S566,14.55,3.1,0,0,,
S3691,14.57,0,0,3.32,,
S4044,14.6,4.51,0,0,,
S4982,14.65,4.48,0,0,,
S4224,14.66,4.07,0,0,,
S1265,14.77,3.69,1.08,0,,
S3289,14.82,0,0,3.03,,
S4102,14.84,2.96,1.36,0,,
S4892,14.84,4.46,0,0,,
S2545,14.86,0,0,4.06,,
S1527,14.89,1.42,0,2.87,,
S576,14.92,4.96,0,0,,
S532,14.93,4.89,0,0,,
S2089,14.96,4.57,0,0,,
S2105,14.97,0,1.33,2.19,,
S122,14.99,0,0,4.04,,
S778,15.01,4.13,0,0,,
S2989,15.03,2.61,2.31,0,,
S2279,15.05,3.22,0,1.41,,
S4600,15.05,0,0,2.21,,
S3599,15.09,0,4.56,0,,
S905,15.1,0,0,4.11,,
S3550,15.12,1.08,1.53,1.99,,
S4850,15.12,1.79,0,1.64,,
S3190,15.14,4.8,0,0,,
S1693,15.15,4.96,0,0,,
S4159,15.25,0,0,4.47,,
S1522,15.31,0,0,3.37,,
S3687,15.31,1.12,0,2.85,,
S4400,15.31,0,0,4.27,,
S2262,15.5,2.16,0,0,,
S4643,15.52,1.4,1.81,1.64,,
S637,15.53,0,0,4.01,,
S1817,15.55,0,4.94,0,,
S2571,15.62,4.33,0,0,,
S335,15.64,0,1.28,3.55,,
S124,15.79,0,3.22,0,,
S1227,15.79,4.28,0,0,,
S4864,15.8,0,0,2.38,,
S4890,15.8,0,4.09,0,,
S556,15.82,1.55,2.11,0,,
S211,15.86,0,3.18,1.39,,
S2373,15.91,2.9,1.2,0,,
S2657,15.92,0,4.63,0,,
S2378,15.93,1.72,0,0,,
S3143,15.94,0,3.74,0,,
S982,15.99,1.99,0,0,,
S2032,16.03,0,4.78,0,,
S2538,16.04,0,1.56,1.65,,
S2968,16.05,0,3.9,0,,
S4814,16.17,1.02,2.54,0,,
S3059,16.18,0,4.16,0,,
S3210,16.21,2.55,0,0,,
S154,16.35,0,0,2.11,,
S2673,16.35,3.08,0,1.44,,
S247,16.37,0,4.87,0,,
S1651,16.37,2.83,0,1.86,,
S2310,16.38,1.82,2.2,0,,
S2429,16.38,0,0,2.4,,
S3916,16.41,0,0,4.44,,
S4437,16.41,0,0,4.92,,
S1335,16.44,1.66,1.22,0,,
S2961,16.53,0,4.18,0,,
S3044,16.53,1.48,2.29,1.16,,
S1279,16.57,0,2.33,2.49,,
S4097,16.64,0,4.48,0,,
S3102,16.78,2.33,0,0,,
S3274,16.85,4.5,0,0,,
S3853,16.88,0,0,0,,
S757,16.89,4.17,0,0,,
S1080,16.96,0,0,4.47,,
S4693,17,2.78,1.49,0,,
S482,17.02,1.89,1.32,1.26,,
S4278,17.04,2.81,1.89,0,,
S800,17.1,0,0,4.79,,
S2333,17.11,2.2,0,2.59,,
S4076,17.22,0,0,2.42,,
S3330,17.23,0,0,2.83,,
S2083,17.28,1.85,0,2.2,,
S948,17.31,1.93,0,2.87,,
S1630,17.36,2.3,0,2.43,,
S2074,17.46,0,1.23,0,,
S2499,17.49,0,2.25,1.34,,
S4422,17.5,0,3.3,0,,
S1872,17.57,3.02,1.61,0,,
S1210,17.59,0,4.78,0,,
S1713,17.63,1.99,1.59,0,,
S4704,17.65,4.79,0,0,,
S2469,17.69,2.02,0,2.47,,
S4072,17.75,1.06,0,3.21,,
S3024,17.78,0,0,2.31,,
S722,17.8,1.32,2.56,1.11,,
S1560,17.82,0,4.91,0,,
S4526,17.82,1.59,1.15,0,,
S834,17.94,0,1.25,0,,
S3186,17.98,1.69,1.36,0,,
S3171,18.02,4.37,0,0,,
S673,18.04,1.87,0,2.46,,
S1973,18.17,0,1.86,2.22,,
S2866,18.18,0,0,4.53,,
S3955,18.18,4.18,0,0,,
S4007,18.18,0,0,4.67,,
S929,18.27,0,0,4.41,,
S899,18.28,2.6,0,1.2,,
S710,18.37,1.12,3.77,0,,
S480,18.43,2.97,0,1,,
S1515,18.53,0,4.61,0,,
S3950,18.65,4.77,0,0,,
S2281,18.72,0,0,1.09,,
S291,18.73,0,2.81,2.04,,
S1902,18.73,2.48,0,0,,
S4994,18.75,1.66,0,1.2,,
S1545,18.77,0,2.89,1.95,,
S693,18.79,0,2.62,2.32,,
S383,18.8,2.82,1.91,0,,
S2970,18.85,0,0,4.93,,
S1224,18.87,0,0,0,,
S2884,18.95,4.43,0,0,,
S3188,18.96,1.24,0,3.05,,
S1772,19,0,2.32,2.13,,
S4355,19.07,3.15,0,1.47,,
S4111,19.13,0,0,2.76,,
S4050,19.15,3.83,0,0,,
S3814,19.16,1.22,3.59,0,,
S2904,19.23,4.04,0,0,,
S2665,19.27,0,3.67,0,,
S254,19.35,0,0,4.9,,
S4466,19.41,3.8,0,1.19,,
S4632,19.42,1.55,1.76,1.33,,
S2682,19.45,0,3.87,0,,
S3502,19.55,1.78,0,1.38,,
S662,19.65,2.46,1.83,0,,
S2683,19.68,4.44,0,0,,
S2061,19.7,0,2.48,0,,
S1866,19.71,1.17,0,0,,
S4219,19.77,0,0,1.21,,
S3342,19.79,2.46,1.31,0,,
S426,19.8,0,1.95,1.15,,
S6,19.81,0,0,4.75,,
S583,19.81,0,0,2.15,,
S4749,19.85,2.36,1.26,1.37,,
S3956,19.86,0,2.47,1.7,,
S4441,19.93,2.77,0,2.08,,
S1750,19.95,0,1.22,2.53,,
S4496,20,2.17,0,0,,
S373,25,2.15,3.69,3.34,,
S1904,25,4.78,3.38,2.42,,
S377,25.01,4.64,4.87,0,,
S505,25.01,2.67,4.49,4.12,,
S2893,25.01,3.22,3.29,2.87,,
S4432,25.01,1.08,4.8,4.51,,
S4514,25.01,4.2,1.74,4.93,,
S1648,25.02,2.61,2.2,2.3,,
S2148,25.02,4.57,4.17,1.37,,
S2312,25.02,2.12,4.36,1.87,,
S2347,25.03,4.44,4.06,0,,
S3292,25.03,1.04,4.63,4.32,,
S346,25.04,1.21,4.05,1.15,,
S1536,25.04,3.12,2.39,4.82,,
S2097,25.04,4.3,4.09,1.26,,
S2698,25.04,3.78,4.38,2.73,,
S3465,25.04,3.91,3.76,2.63,,
S452,25.05,0,3.03,3.91,,
S1599,25.05,4.92,0,4.62,,
S2419,25.05,2.23,4.78,2.37,,
S3689,25.05,3.31,0,4.11,,
S4033,25.05,3.56,2.37,0,,
S4042,25.05,3.12,3.17,4,,
S4251,25.05,4.68,3.35,2.97,,
S625,25.06,2.76,2.51,2.3,,
S4637,25.06,2.87,4.29,3.44,,
S1060,25.07,4.72,3.53,2.85,,
S1074,25.07,2.63,4.99,4.1,,
S1592,25.07,3.6,0,2.21,,
S2432,25.08,2.93,3.45,4.04,,
S3394,25.08,3.35,3.13,1.4,,
S4142,25.08,3.15,2.75,4.68,,
S392,25.09,2.01,2.39,4.77,,
S434,25.09,0,4.8,4.44,,
S2368,25.09,4.31,3.33,3.93,,
S2411,25.09,1.96,4.98,4.89,,
S1626,25.1,1.17,4.53,1.65,,
S3352,25.1,4.83,0,4.62,,
S605,25.11,4.39,4.34,1.87,,
S2827,25.11,4.96,2.55,3.09,,
S3031,25.11,1.17,2.95,1.78,,
S417,25.12,3.56,3.46,4.86,,
S752,25.12,0,2.02,4.17,,
S945,25.12,0,3.63,1.51,,
S3307,25.12,4.44,4.53,1.8,,
S3863,25.12,4.41,4.76,0,,
S4181,25.12,3.47,4.04,0,,
S2879,25.13,4.04,4.29,1.25,,
S3266,25.13,4.61,4.41,2.88,,
S4384,25.13,0,4.2,4.74,,
S20,25.14,4.86,3.03,2.73,,
S1541,25.14,4.34,3.7,2.11,,
S2481,25.14,2.42,4.39,4.53,,
S167,25.15,0,4.38,3.8,,
S635,25.15,4.74,2.87,3.27,,
S1309,25.15,1.75,4.58,0,,
S2313,25.16,0,4.86,4.43,,
S1143,25.17,4.87,2.32,2.54,,
S1500,25.17,4.85,1.39,3.18,,
S1625,25.17,0,2.81,2.63,,
S3011,25.17,2.03,4.59,2.67,,
S4925,25.17,3.79,4.21,3.51,,
S1225,25.18,2.41,4.54,2.78,,
S746,25.19,2.8,4.57,4.13,,
S1053,25.19,4.05,4.33,2.13,,
S1936,25.19,4.73,4.32,1.01,,
S4667,25.19,4.98,1.04,4.2,,
S111,25.2,4.14,0,1.06,,
S1468,25.2,4.27,2.72,4.15,,
S2473,25.2,2.73,2.61,4.47,,
S4132,25.2,3.52,4.02,1.62,,
